MD,imp,por
907.0,5679.84,0.2433
907.5,5667.25,0.2749
908.0,5654.65,0.2973
908.5,5641.76,0.2907
909.0,5621.39,0.2966
909.5,5601.03,0.299
910.0,5580.66,0.2901
910.5,5560.29,0.3009
911.0,5539.92,0.3163
911.5,5519.55,0.3036
912.0,5499.18,0.3173
912.5,5478.82,0.307
913.0,5458.45,0.3146
913.5,5413.35,0.3053
914.0,5367.13,0.3209
914.5,5320.91,0.2838
915.0,5274.69,0.3002
915.5,5228.48,0.2966
916.0,5182.26,0.2943
916.5,5136.04,0.2948
917.0,5089.82,0.3123
917.5,5043.6,0.2933
918.0,4986.04,0.2816
918.5,4926.87,0.2845
919.0,4867.7,0.3078
919.5,4808.53,0.2893
920.0,4749.36,0.2929
920.5,4690.19,0.2979
921.0,4631.01,0.3068
921.5,4571.84,0.3052
922.0,4512.67,0.2944
922.5,4473.73,0.3169
923.0,4439.99,0.288
923.5,4406.25,0.3227
924.0,4372.51,0.2898
924.5,4338.77,0.2772
925.0,4305.03,0.2692
925.5,4271.29,0.2942
926.0,4237.55,0.292
926.5,4203.81,0.306
927.0,4193.54,0.3143
927.5,4192.65,0.2926
928.0,4191.75,0.3005
928.5,4190.86,0.2993
929.0,4189.97,0.305
929.5,4189.08,0.2958
930.0,4188.19,0.3085
930.5,4187.3,0.2857
931.0,4186.41,0.3045
931.5,4186.87,0.2929
932.0,4188.11,0.3095
932.5,4189.36,0.2658
933.0,4190.6,0.2675
933.5,4191.85,0.2794
934.0,4193.09,0.2876
934.5,4194.33,0.2729
935.0,4195.58,0.2699
935.5,4196.82,0.2755
936.0,4199.31,0.2768
936.5,4202.79,0.2805
937.0,4206.28,0.283
937.5,4209.76,0.2918
938.0,4213.25,0.2842
938.5,4216.73,0.2896
939.0,4220.22,0.2802
939.5,4223.7,0.2814
940.0,4227.19,0.2856
940.5,4234.84,0.281
941.0,4247.13,0.2853
941.5,4259.42,0.2811
942.0,4271.71,0.2972
942.5,4284.0,0.3046
943.0,4296.29,0.3054
943.5,4308.59,0.2886
944.0,4320.88,0.2764
944.5,4333.17,0.2896
945.0,4353.51,0.2841
945.5,4386.33,0.2853
946.0,4419.15,0.2839
946.5,4451.97,0.2878
947.0,4484.8,0.2897
947.5,4517.62,0.2869
948.0,4550.44,0.2796
948.5,4583.26,0.2825
949.0,4616.08,0.2923
949.5,4644.26,0.2975
950.0,4662.17,0.2857
950.5,4680.07,0.2774
951.0,4697.97,0.2743
951.5,4715.87,0.2859
952.0,4733.77,0.2942
952.5,4751.67,0.2977
953.0,4769.57,0.294
953.5,4787.47,0.2888
954.0,4803.49,0.2973
954.5,4813.23,0.2861
955.0,4822.96,0.2767
955.5,4832.7,0.2611
956.0,4842.43,0.2594
956.5,4852.17,0.2708
957.0,4861.9,0.2731
957.5,4871.51,0.2742
958.0,4880.94,0.2385
958.5,4890.2,0.2462
959.0,4897.31,0.2561
959.5,4904.42,0.2696
960.0,4911.53,0.2638
960.5,4918.64,0.2657
961.0,4925.76,0.2892
961.5,4932.87,0.2907
962.0,4939.98,0.2901
962.5,4947.09,0.299
963.0,4954.21,0.2974
963.5,4957.89,0.3003
964.0,4960.16,0.3187
964.5,4962.43,0.309
965.0,4964.69,0.284
965.5,4966.96,0.3073
966.0,4969.22,0.3076
966.5,4971.49,0.309
967.0,4973.76,0.2731
967.5,4976.02,0.2695
968.0,4965.96,0.2817
968.5,4931.54,0.275
969.0,4897.12,0.2922
969.5,4862.71,0.2957
970.0,4828.29,0.3061
970.5,4793.87,0.2989
971.0,4759.46,0.2964
971.5,4725.04,0.2941
972.0,4690.62,0.2696
972.5,4656.21,0.2871
973.0,4642.15,0.293
973.5,4628.83,0.31
974.0,4615.5,0.2883
974.5,4602.18,0.295
975.0,4588.85,0.2956
975.5,4575.53,0.2883
976.0,4562.2,0.2893
976.5,4548.88,0.2716
977.0,4535.55,0.2651
977.5,4541.7,0.2729
978.0,4561.09,0.2649
978.5,4580.49,0.2552
979.0,4599.88,0.2613
979.5,4619.28,0.2706
980.0,4638.67,0.2645
980.5,4658.07,0.2774
981.0,4677.46,0.2673
981.5,4696.86,0.2623
982.0,4714.07,0.2608
982.5,4723.74,0.2431
983.0,4733.4,0.2744
983.5,4743.07,0.2935
984.0,4752.74,0.2751
984.5,4762.4,0.2661
985.0,4772.07,0.2859
985.5,4781.74,0.2519
986.0,4791.41,0.2761
986.5,4801.07,0.2759
987.0,4798.04,0.2735
987.5,4792.83,0.2811
988.0,4787.63,0.2763
988.5,4782.42,0.2732
989.0,4777.22,0.2708
989.5,4772.01,0.2704
990.0,4766.81,0.2713
990.5,4761.6,0.2913
991.0,4756.4,0.2906
991.5,4755.48,0.2992
992.0,4759.17,0.2918
992.5,4762.85,0.2879
993.0,4766.53,0.2847
993.5,4770.21,0.2799
994.0,4773.89,0.298
994.5,4777.57,0.2981
995.0,4781.25,0.3115
995.5,4784.94,0.2968
996.0,4788.62,0.2667
996.5,4792.29,0.2735
997.0,4795.97,0.2757
997.5,4799.65,0.2694
998.0,4803.32,0.2733
998.5,4807.0,0.2825
999.0,4810.68,0.2775
999.5,4814.35,0.2828
1000.0,4818.03,0.2822
1000.5,4821.7,0.2778
1001.0,4813.36,0.2898
1001.5,4800.83,0.2668
1002.0,4788.31,0.2684
1002.5,4775.78,0.272
1003.0,4763.26,0.2847
1003.5,4750.73,0.2938
1004.0,4738.21,0.2709
1004.5,4725.68,0.2592
1005.0,4713.15,0.2594
1005.5,4704.37,0.2704
1006.0,4701.91,0.2569
1006.5,4699.46,0.2756
1007.0,4697.0,0.2818
1007.5,4694.54,0.2737
1008.0,4692.09,0.2791
1008.5,4689.63,0.2589
1009.0,4687.18,0.2658
1009.5,4684.72,0.2636
1010.0,4682.31,0.2688
1010.5,4729.55,0.2649
1011.0,4776.79,0.2603
1011.5,4824.02,0.2584
1012.0,4871.26,0.2489
1012.5,4918.5,0.2524
1013.0,4965.74,0.2583
1013.5,5012.98,0.2567
1014.0,5060.22,0.2488
1014.5,5107.46,0.2567
1015.0,5156.88,0.2709
1015.5,5207.59,0.2635
1016.0,5258.29,0.2654
1016.5,5308.99,0.279
1017.0,5359.69,0.2648
1017.5,5410.4,0.2748
1018.0,5461.1,0.2596
1018.5,5511.8,0.2672
1019.0,5562.5,0.2595
1019.5,5599.79,0.2669
1020.0,5598.81,0.2669
1020.5,5597.84,0.2651
1021.0,5596.87,0.2607
1021.5,5595.9,0.2712
1022.0,5594.92,0.2585
1022.5,5593.95,0.2722
1023.0,5592.98,0.2675
1023.5,5592.01,0.267
1024.0,5591.03,0.2742
1024.5,5626.56,0.2708
1025.0,5666.63,0.28
1025.5,5706.7,0.2673
1026.0,5746.78,0.2879
1026.5,5786.85,0.277
1027.0,5826.92,0.2728
1027.5,5867.0,0.2844
1028.0,5907.07,0.2657
1028.5,5947.15,0.2669
1029.0,5983.87,0.2703
1029.5,6017.47,0.261
1030.0,6051.08,0.2685
1030.5,6084.69,0.2454
1031.0,6118.29,0.2676
1031.5,6151.9,0.2752
1032.0,6185.51,0.2754
1032.5,6219.11,0.272
1033.0,6252.72,0.2835
1033.5,6274.26,0.278
1034.0,6226.3,0.2642
1034.5,6178.34,0.2736
1035.0,6130.38,0.2746
1035.5,6082.42,0.2815
1036.0,6034.46,0.2745
1036.5,5986.5,0.285
1037.0,5938.92,0.2671
1037.5,5894.11,0.2764
1038.0,5849.31,0.2447
1038.5,5794.59,0.2405
1039.0,5733.61,0.2556
1039.5,5672.62,0.2532
1040.0,5611.64,0.2503
1040.5,5550.65,0.2493
1041.0,5489.66,0.2556
1041.5,5428.68,0.2561
1042.0,5367.69,0.2585
1042.5,5306.71,0.2525
1043.0,5245.72,0.2521
1043.5,5227.66,0.2369
1044.0,5240.42,0.2466
1044.5,5253.18,0.249
1045.0,5265.94,0.2542
1045.5,5278.7,0.2646
1046.0,5291.46,0.2698
1046.5,5304.22,0.2688
1047.0,5316.98,0.2651
1047.5,5329.74,0.2813
1048.0,5342.5,0.2644
1048.5,5363.97,0.2641
1049.0,5392.51,0.2683
1049.5,5421.06,0.2693
1050.0,5449.6,0.2619
1050.5,5478.14,0.2645
1051.0,5506.68,0.2618
1051.5,5535.22,0.2491
1052.0,5563.76,0.2491
1052.5,5592.31,0.2558
1053.0,5620.85,0.2555
1053.5,5607.12,0.2398
1054.0,5554.6,0.2444
1054.5,5502.07,0.2689
1055.0,5449.54,0.2559
1055.5,5397.02,0.2608
1056.0,5344.49,0.261
1056.5,5291.96,0.2577
1057.0,5239.44,0.2559
1057.5,5186.91,0.2586
1058.0,5134.38,0.252
1058.5,5091.9,0.2486
1059.0,5059.82,0.2493
1059.5,5027.74,0.2506
1060.0,4995.66,0.2618
1060.5,4963.58,0.2707
1061.0,4931.51,0.2602
1061.5,4899.43,0.2651
1062.0,4867.35,0.2562
1062.5,4835.27,0.2553
1063.0,4803.19,0.2609
1063.5,4807.37,0.2598
1064.0,4854.0,0.2425
1064.5,4900.63,0.2603
1065.0,4947.25,0.2515
1065.5,4993.88,0.26
1066.0,5040.51,0.2656
1066.5,5087.14,0.2753
1067.0,5133.76,0.2593
1067.5,5180.39,0.2485
1068.0,5227.02,0.2293
1068.5,5267.85,0.2482
1069.0,5301.02,0.2513
1069.5,5334.18,0.2521
1070.0,5367.35,0.2681
1070.5,5400.52,0.2534
1071.0,5433.68,0.2443
1071.5,5466.85,0.2581
1072.0,5500.01,0.2561
1072.5,5533.18,0.2626
1073.0,5566.35,0.266
1073.5,5583.72,0.2556
1074.0,5577.41,0.2575
1074.5,5571.09,0.259
1075.0,5564.78,0.2519
1075.5,5558.46,0.2568
1076.0,5552.15,0.2475
1076.5,5545.84,0.2628
1077.0,5539.52,0.258
1077.5,5533.21,0.2662
1078.0,5526.9,0.241
1078.5,5524.48,0.2459
1079.0,5523.18,0.2577
1079.5,5521.87,0.26
1080.0,5520.57,0.2506
1080.5,5519.27,0.2469
1081.0,5517.96,0.257
1081.5,5516.66,0.2605
1082.0,5515.36,0.2654
1082.5,5514.05,0.2634
1083.0,5527.68,0.2631
1083.5,5622.72,0.2701
1084.0,5717.77,0.258
1084.5,5812.81,0.2543
1085.0,5907.85,0.2476
1085.5,6002.89,0.2614
1086.0,6097.93,0.2655
1086.5,6192.98,0.2647
1087.0,6288.02,0.2482
1087.5,6383.06,0.2597
1088.0,6452.94,0.2643
1088.5,6500.74,0.261
1089.0,6548.54,0.2589
1089.5,6596.33,0.2594
1090.0,6644.13,0.2608
1090.5,6691.92,0.2581
1091.0,6739.72,0.2697
1091.5,6787.52,0.2735
1092.0,6835.31,0.2673
1092.5,6883.11,0.2675
1093.0,6807.39,0.2592
1093.5,6719.45,0.2471
1094.0,6631.51,0.2506
1094.5,6543.57,0.287
1095.0,6455.64,0.269
1095.5,6367.7,0.2483
1096.0,6279.76,0.2629
1096.5,6191.82,0.2484
1097.0,6103.88,0.2765
1097.5,6014.07,0.2632
1098.0,5919.59,0.2885
1098.5,5825.12,0.2744
1099.0,5730.64,0.2771
1099.5,5636.17,0.2758
1100.0,5541.69,0.2745
1100.5,5447.21,0.2885
1101.0,5352.74,0.281
1101.5,5258.26,0.2791
1102.0,5163.79,0.2668
1102.5,5135.0,0.2919
1103.0,5139.3,0.2791
1103.5,5143.6,0.2827
1104.0,5147.9,0.2823
1104.5,5152.2,0.2734
1105.0,5156.51,0.3081
1105.5,5160.81,0.2822
1106.0,5165.11,0.2687
1106.5,5169.41,0.3176
1107.0,5173.82,0.3111
1107.5,5180.64,0.2968
1108.0,5187.46,0.2913
1108.5,5194.29,0.2772
1109.0,5201.11,0.2807
1109.5,5207.93,0.3147
1110.0,5214.76,0.3055
1110.5,5221.58,0.2995
1111.0,5228.4,0.2801
1111.5,5235.22,0.2872
1112.0,5221.44,0.273
1112.5,5179.21,0.2666
1113.0,5136.98,0.3102
1113.5,5094.75,0.2752
1114.0,5052.52,0.3104
1114.5,5010.29,0.3034
1115.0,4968.05,0.293
1115.5,4925.82,0.2941
1116.0,4883.59,0.2957
1116.5,4835.59,0.3002
1117.0,4778.0,0.294
1117.5,4720.41,0.2945
1118.0,4662.82,0.2711
1118.5,4605.23,0.2765
1119.0,4547.64,0.2666
1119.5,4490.05,0.2848
1120.0,4432.45,0.2757
1120.5,4374.86,0.2857
1121.0,4330.52,0.284
1121.5,4312.97,0.2812
1122.0,4295.42,0.2783
1122.5,4277.88,0.287
1123.0,4260.33,0.2882
1123.5,4242.78,0.2915
1124.0,4225.23,0.2893
1124.5,4207.68,0.2893
1125.0,4190.14,0.293
1125.5,4173.88,0.2939
1126.0,4160.85,0.2933
1126.5,4147.81,0.2964
1127.0,4134.78,0.2875
1127.5,4121.75,0.3041
1128.0,4108.71,0.3013
1128.5,4095.68,0.2946
1129.0,4082.65,0.2951
1129.5,4069.61,0.303
1130.0,4055.77,0.3076
1130.5,4039.37,0.2967
1131.0,4022.97,0.3045
1131.5,4006.57,0.304
1132.0,3990.17,0.3003
1132.5,3973.77,0.3049
1133.0,3957.37,0.298
1133.5,3940.97,0.2998
1134.0,3924.57,0.2921
1134.5,3917.13,0.2953
1135.0,3946.19,0.2995
1135.5,3975.24,0.2887
1136.0,4004.3,0.2852
1136.5,4033.35,0.2919
1137.0,4062.41,0.2907
1137.5,4091.47,0.2883
1138.0,4120.52,0.2982
1138.5,4149.58,0.3009
1139.0,4175.65,0.3102
1139.5,4185.11,0.2984
1140.0,4194.57,0.2966
1140.5,4204.03,0.3065
1141.0,4213.49,0.3071
1141.5,4222.95,0.3051
1142.0,4232.41,0.2814
1142.5,4241.87,0.2551
1143.0,4251.33,0.2701
1143.5,4257.79,0.2745
1144.0,4239.4,0.3111
1144.5,4221.02,0.3048
1145.0,4202.64,0.277
1145.5,4184.26,0.2998
1146.0,4165.87,0.3074
1146.5,4147.49,0.3101
1147.0,4129.11,0.3081
1147.5,4110.73,0.3037
1148.0,4091.58,0.3038
1148.5,4061.11,0.3094
1149.0,4030.64,0.294
1149.5,4000.17,0.2688
1150.0,3969.7,0.2695
1150.5,3939.23,0.2734
1151.0,3908.76,0.2686
1151.5,3878.29,0.2665
1152.0,3847.82,0.2677
1152.5,3817.76,0.2845
1153.0,3809.21,0.2952
1153.5,3800.65,0.3013
1154.0,3792.09,0.2966
1154.5,3783.53,0.2873
1155.0,3774.97,0.2816
1155.5,3766.42,0.2888
1156.0,3757.86,0.2999
1156.5,3749.3,0.2948
1157.0,3740.74,0.2967
1157.5,3752.42,0.2909
1158.0,3764.63,0.2865
1158.5,3776.85,0.3086
1159.0,3789.06,0.2663
1159.5,3801.28,0.2844
1160.0,3813.49,0.3008
1160.5,3825.71,0.2876
1161.0,3837.93,0.2923
1161.5,3850.14,0.303
1162.0,3889.79,0.2859
1162.5,3931.53,0.3039
1163.0,3973.27,0.2772
1163.5,4015.0,0.2722
1164.0,4056.74,0.256
1164.5,4098.47,0.2744
1165.0,4140.21,0.2859
1165.5,4181.94,0.2784
1166.0,4223.68,0.2931
1166.5,4273.31,0.3036
1167.0,4323.97,0.2919
1167.5,4374.63,0.2847
1168.0,4425.29,0.3012
1168.5,4475.95,0.2897
1169.0,4526.61,0.2813
1169.5,4577.27,0.2658
1170.0,4627.92,0.2741
1170.5,4678.58,0.2807
1171.0,4688.62,0.282
1171.5,4690.93,0.2906
1172.0,4693.24,0.2889
1172.5,4695.56,0.2992
1173.0,4697.87,0.2919
1173.5,4700.18,0.299
1174.0,4702.5,0.2772
1174.5,4704.81,0.2718
1175.0,4707.12,0.2741
1175.5,4694.35,0.2616
1176.0,4677.72,0.2659
1176.5,4661.08,0.2657
1177.0,4644.44,0.2671
1177.5,4627.8,0.2708
1178.0,4611.16,0.2712
1178.5,4594.53,0.2636
1179.0,4577.89,0.2698
1179.5,4561.25,0.2861
1180.0,4574.06,0.3121
1180.5,4596.62,0.2866
1181.0,4619.18,0.2946
1181.5,4641.74,0.2929
1182.0,4664.3,0.2885
1182.5,4686.86,0.2898
1183.0,4709.42,0.2697
1183.5,4731.99,0.2749
1184.0,4754.55,0.2842
1184.5,4790.12,0.2788
1185.0,4831.11,0.2688
1185.5,4872.09,0.292
1186.0,4913.07,0.2816
1186.5,4954.05,0.2682
1187.0,4995.04,0.2721
1187.5,5036.02,0.2675
1188.0,5077.0,0.2852
1188.5,5117.98,0.2723
1189.0,5160.57,0.2799
1189.5,5203.96,0.2814
1190.0,5247.36,0.2845
1190.5,5290.76,0.2743
1191.0,5334.16,0.2857
1191.5,5377.56,0.2828
1192.0,5420.95,0.2871
1192.5,5464.35,0.2842
1193.0,5507.75,0.284
1193.5,5557.28,0.3008
1194.0,5610.61,0.2941
1194.5,5663.94,0.2877
1195.0,5717.27,0.2797
1195.5,5770.6,0.2867
1196.0,5823.93,0.2946
1196.5,5877.26,0.2723
1197.0,5930.59,0.2927
1197.5,5983.92,0.2941
1198.0,6023.42,0.2809
1198.5,6052.62,0.282
1199.0,6081.82,0.3058
1199.5,6111.01,0.2979
1200.0,6140.21,0.3017
1200.5,6169.41,0.2585
1201.0,6198.6,0.2526
1201.5,6227.8,0.2635
1202.0,6257.0,0.2826
1202.5,6258.94,0.2858
1203.0,6236.53,0.3034
1203.5,6214.12,0.3069
1204.0,6191.71,0.3141
1204.5,6169.31,0.3035
1205.0,6146.9,0.2958
1205.5,6124.49,0.2888
1206.0,6102.08,0.268
1206.5,6079.67,0.2739
1207.0,6084.55,0.2958
1207.5,6118.57,0.2845
1208.0,6152.59,0.289
1208.5,6186.6,0.2879
1209.0,6220.62,0.2898
1209.5,6254.64,0.2956
1210.0,6288.65,0.2781
1210.5,6322.67,0.2866
1211.0,6356.68,0.2931
1211.5,6452.56,0.2732
1212.0,6627.48,0.2827
1212.5,6802.4,0.282
1213.0,6977.32,0.2878
1213.5,7152.25,0.2909
1214.0,7327.17,0.2828
1214.5,7502.09,0.2963
1215.0,7677.01,0.3026
1215.5,7851.93,0.2954
1216.0,7969.44,0.3096
1216.5,7998.79,0.3144
1217.0,8028.14,0.3162
1217.5,8057.49,0.2958
1218.0,8086.84,0.3055
1218.5,8116.19,0.3159
1219.0,8145.54,0.2935
1219.5,8174.89,0.3005
1220.0,8204.24,0.3002
1220.5,8219.57,0.3044
1221.0,8208.83,0.3354
1221.5,8198.1,0.3232
1222.0,8187.36,0.3177
1222.5,8176.63,0.3095
1223.0,8165.89,0.3008
1223.5,8155.16,0.2997
1224.0,8144.42,0.2922
1224.5,8133.69,0.2887
1225.0,8116.24,0.3061
1225.5,8083.51,0.3132
1226.0,8050.77,0.3166
1226.5,8018.04,0.3151
1227.0,7985.3,0.3147
1227.5,7952.57,0.323
1228.0,7919.83,0.3264
1228.5,7887.1,0.3195
1229.0,7854.36,0.3195
1229.5,7835.46,0.3294
1230.0,7855.81,0.3314
1230.5,7876.16,0.3203
1231.0,7896.51,0.3116
1231.5,7916.86,0.3066
1232.0,7937.21,0.3112
1232.5,7957.56,0.3095
1233.0,7977.91,0.3071
1233.5,7998.26,0.3117
1234.0,7992.02,0.3132
1234.5,7889.3,0.3068
1235.0,7786.58,0.315
1235.5,7683.85,0.3009
1236.0,7581.13,0.3008
1236.5,7478.41,0.3039
1237.0,7375.69,0.3115
1237.5,7272.96,0.3109
1238.0,7170.24,0.3052
1238.5,7071.87,0.3539
1239.0,6994.5,0.3463
1239.5,6917.13,0.3208
1240.0,6839.77,0.3125
1240.5,6762.4,0.3102
1241.0,6685.03,0.3151
1241.5,6607.66,0.315
1242.0,6530.3,0.3116
1242.5,6452.93,0.3136
1243.0,6383.48,0.3193
1243.5,6368.5,0.3153
1244.0,6353.51,0.3079
1244.5,6338.53,0.3212
1245.0,6323.55,0.3133
1245.5,6308.57,0.3119
1246.0,6293.58,0.3177
1246.5,6278.6,0.318
1247.0,6263.62,0.3263
1247.5,6247.08,0.309
1248.0,6213.17,0.3183
1248.5,6179.26,0.3154
1249.0,6145.35,0.3097
1249.5,6111.44,0.3152
1250.0,6075.39,0.3236
1250.5,6037.66,0.3198
1251.0,5999.93,0.32
1251.5,5962.2,0.3216
1252.0,5863.05,0.3215
1252.5,5701.42,0.3448
1253.0,5539.8,0.3671
1253.5,5378.17,0.3633
1254.0,5216.55,0.3715
1254.5,5054.93,0.3596
1255.0,4893.3,0.3458
1255.5,4731.68,0.3368
1256.0,4577.39,0.3557
1256.5,4435.75,0.3652
1257.0,4294.11,0.3646
1257.5,4152.47,0.3665
1258.0,4010.83,0.328
1258.5,3869.19,0.3264
1259.0,3727.55,0.3451
1259.5,3585.91,0.34
1260.0,3458.53,0.328
1260.5,3376.63,0.332
1261.0,3294.73,0.3375
1261.5,3212.82,0.3454
1262.0,3130.92,0.3596
1262.5,3049.01,0.3491
1263.0,2967.11,0.3445
1263.5,2885.21,0.3449
1264.0,2810.58,0.355
1264.5,2794.64,0.359
1265.0,2778.7,0.3432
1265.5,2762.76,0.3463
1266.0,2746.82,0.3416
1266.5,2730.88,0.34
1267.0,2714.94,0.3457
1267.5,2699.0,0.3424
1268.0,2683.06,0.3474
1268.5,2719.0,0.3511
1269.0,2755.91,0.3469
1269.5,2792.81,0.3683
1270.0,2829.72,0.3355
1270.5,2866.62,0.3448
1271.0,2903.53,0.36
1271.5,2940.43,0.3502
1272.0,2977.33,0.3525
1272.5,3002.54,0.3462
1273.0,3025.73,0.3566
1273.5,3048.92,0.3475
1274.0,3072.12,0.3443
1274.5,3095.31,0.346
1275.0,3118.5,0.3426
1275.5,3141.7,0.3444
1276.0,3164.89,0.348
1276.5,3163.08,0.3485
1277.0,3151.78,0.3242
1277.5,3140.48,0.3158
1278.0,3129.19,0.3218
1278.5,3117.89,0.3428
1279.0,3106.59,0.3589
1279.5,3095.29,0.3469
1280.0,3083.99,0.3469
1280.5,3086.11,0.3571
1281.0,3097.31,0.3574
1281.5,3108.52,0.3728
1282.0,3119.73,0.3549
1282.5,3130.93,0.3474
1283.0,3142.14,0.3448
1283.5,3153.34,0.3292
1284.0,3164.55,0.3449
1284.5,3205.84,0.3183
1285.0,3281.36,0.3065
1285.5,3356.87,0.3221
1286.0,3432.39,0.3039
1286.5,3507.91,0.2858
1287.0,3583.42,0.3061
1287.5,3658.94,0.2912
1288.0,3734.46,0.305
1288.5,3810.56,0.2862
1289.0,3887.8,0.2755
1289.5,3965.05,0.2904
1290.0,4042.29,0.3076
1290.5,4119.54,0.3006
1291.0,4196.78,0.2981
1291.5,4274.03,0.297
1292.0,4351.27,0.3135
1292.5,4420.27,0.3411
1293.0,4458.4,0.3334
1293.5,4496.53,0.3327
1294.0,4534.66,0.348
1294.5,4572.79,0.3279
1295.0,4610.93,0.2764
1295.5,4649.06,0.3254
1296.0,4687.19,0.3223
1296.5,4726.18,0.3425
1297.0,4774.73,0.3386
1297.5,4823.29,0.3314
1298.0,4871.84,0.3511
1298.5,4920.4,0.3496
1299.0,4968.96,0.3543
1299.5,5017.51,0.3543
1300.0,5066.07,0.3427
1300.5,5114.62,0.354
1301.0,5133.1,0.3827
1301.5,5150.12,0.3571
1302.0,5167.14,0.3648
1302.5,5184.17,0.374
1303.0,5201.19,0.3578
1303.5,5218.21,0.3609
1304.0,5235.23,0.3799
1304.5,5252.26,0.3689
1305.0,5178.97,0.3595
1305.5,5086.57,0.3743
1306.0,4994.17,0.3786
1306.5,4901.77,0.376
1307.0,4809.37,0.3914
1307.5,4716.97,0.3698
1308.0,4624.58,0.368
1308.5,4532.18,0.3549
1309.0,4424.84,0.341
1309.5,4311.0,0.3659
1310.0,4197.16,0.3489
1310.5,4083.32,0.3491
1311.0,3969.48,0.3479
1311.5,3855.64,0.3542
1312.0,3741.8,0.3558
1312.5,3627.96,0.3477
1313.0,3557.46,0.3426
1313.5,3519.87,0.3446
1314.0,3482.27,0.3434
1314.5,3444.68,0.3386
1315.0,3407.09,0.3427
1315.5,3369.49,0.3329
1316.0,3331.9,0.3442
1316.5,3294.31,0.3173
1317.0,3277.32,0.3341
1317.5,3286.55,0.3345
1318.0,3295.79,0.3225
1318.5,3305.02,0.2994
1319.0,3314.26,0.3052
1319.5,3323.5,0.311
1320.0,3332.73,0.3113
1320.5,3341.97,0.3111
1321.0,3360.18,0.3172
1321.5,3398.23,0.3067
1322.0,3436.29,0.3066
1322.5,3474.34,0.3177
1323.0,3512.4,0.3124
1323.5,3550.45,0.3
1324.0,3588.51,0.3003
1324.5,3626.56,0.2982
1325.0,3670.66,0.3092
1325.5,3741.73,0.3338
1326.0,3812.79,0.3155
1326.5,3883.86,0.2942
1327.0,3954.93,0.2827
1327.5,4026.0,0.3075
1328.0,4097.06,0.3157
1328.5,4168.13,0.3225
1329.0,4239.54,0.3406
1329.5,4316.77,0.3365
1330.0,4394.01,0.3359
1330.5,4471.24,0.3327
1331.0,4548.48,0.3376
1331.5,4625.72,0.3406
1332.0,4702.95,0.3369
1332.5,4780.19,0.3478
1333.0,4857.43,0.344
1333.5,4888.28,0.3458
1334.0,4915.42,0.3392
1334.5,4942.56,0.3494
1335.0,4969.7,0.3479
1335.5,4996.84,0.3419
1336.0,5023.98,0.34
1336.5,5051.12,0.3345
1337.0,5078.26,0.3393
1337.5,5078.89,0.343
1338.0,5072.79,0.3486
1338.5,5066.69,0.3366
1339.0,5060.59,0.3386
1339.5,5054.49,0.3227
1340.0,5048.39,0.3493
1340.5,5042.29,0.3366
1341.0,5036.19,0.3377
1341.5,5029.22,0.3398
1342.0,5021.81,0.3413
1342.5,5014.4,0.3388
1343.0,5006.99,0.3314
1343.5,4999.58,0.3299
1344.0,4992.17,0.3491
1344.5,4984.77,0.3549
1345.0,4977.36,0.3519
1345.5,4967.49,0.3493
1346.0,4955.54,0.3402
1346.5,4943.58,0.3502
1347.0,4931.63,0.3456
1347.5,4919.67,0.3524
1348.0,4907.72,0.3536
1348.5,4895.76,0.3513
1349.0,4883.81,0.3604
1349.5,4870.54,0.3575
1350.0,4855.41,0.3644
1350.5,4840.27,0.3543
1351.0,4825.14,0.3622
1351.5,4810.0,0.3556
1352.0,4794.87,0.357
1352.5,4779.73,0.3645
1353.0,4764.6,0.3549
1353.5,4752.29,0.3563
1354.0,4747.16,0.3553
1354.5,4742.03,0.3562
1355.0,4736.89,0.3615
1355.5,4731.76,0.3564
1356.0,4726.62,0.3558
1356.5,4721.49,0.3572
1357.0,4716.35,0.3567
1357.5,4711.88,0.3465
1358.0,4711.01,0.3438
1358.5,4710.15,0.3508
1359.0,4709.28,0.348
1359.5,4708.42,0.3434
1360.0,4707.56,0.3442
1360.5,4706.69,0.3448
1361.0,4705.83,0.334
1361.5,4704.84,0.3415
1362.0,4699.27,0.3425
1362.5,4693.71,0.3559
1363.0,4688.14,0.3482
1363.5,4682.58,0.3351
1364.0,4677.01,0.3345
1364.5,4671.44,0.348
1365.0,4665.88,0.3534
1365.5,4660.31,0.3408
1366.0,4654.65,0.3391
1366.5,4648.99,0.3559
1367.0,4643.32,0.3537
1367.5,4637.65,0.2579
1368.0,4631.98,0.2971
1368.5,4626.31,0.3497
1369.0,4620.64,0.3152
1369.5,4614.97,0.3362
1370.0,4612.9,0.3387
1370.5,4611.9,0.357
1371.0,4610.91,0.3563
1371.5,4609.91,0.3543
1372.0,4608.91,0.3517
1372.5,4607.92,0.3523
1373.0,4606.92,0.3613
1373.5,4605.93,0.3541
1374.0,4604.64,0.3603
1374.5,4603.19,0.3591
1375.0,4601.74,0.3594
1375.5,4600.3,0.3349
1376.0,4598.85,0.344
1376.5,4597.4,0.4623
1377.0,4595.95,0.3598
1377.5,4594.5,0.3596
1378.0,4593.8,0.3621
1378.5,4593.8,0.3593
1379.0,4593.8,0.3517
1379.5,4593.8,0.361
