MD,imp,por
1044.0,5451.72,0.2343
1044.5,5452.33,0.2596
1045.0,5452.95,0.2911
1045.5,5454.66,0.3387
1046.0,5464.72,0.3341
1046.5,5474.78,0.3049
1047.0,5484.84,0.2981
1047.5,5494.9,0.3141
1048.0,5504.96,0.3061
1048.5,5515.02,0.3262
1049.0,5525.08,0.3135
1049.5,5535.14,0.2925
1050.0,5539.71,0.2924
1050.5,5523.38,0.2958
1051.0,5507.06,0.3212
1051.5,5490.73,0.3104
1052.0,5474.4,0.2859
1052.5,5458.08,0.2883
1053.0,5441.75,0.2786
1053.5,5425.43,0.2566
1054.0,5409.1,0.2304
1054.5,5395.48,0.2194
1055.0,5389.27,0.2306
1055.5,5383.49,0.2213
1056.0,5377.7,0.225
1056.5,5371.91,0.2367
1057.0,5366.12,0.2247
1057.5,5360.33,0.2253
1058.0,5354.54,0.2264
1058.5,5348.76,0.2263
1059.0,5342.97,0.2463
1059.5,5417.3,0.257
1060.0,5515.43,0.2185
1060.5,5612.91,0.2358
1061.0,5710.39,0.2296
1061.5,5807.87,0.239
1062.0,5905.35,0.2489
1062.5,6002.83,0.2287
1063.0,6100.31,0.2437
1063.5,6197.8,0.2414
1064.0,6278.91,0.251
1064.5,6250.59,0.2124
1065.0,6222.27,0.2395
1065.5,6195.04,0.2293
1066.0,6167.82,0.2475
1066.5,6140.59,0.2308
1067.0,6113.37,0.2365
1067.5,6086.14,0.2377
1068.0,6058.92,0.2448
1068.5,6031.7,0.2111
1069.0,5997.97,0.2253
1069.5,5933.37,0.2461
1070.0,5868.78,0.238
1070.5,5813.19,0.2367
1071.0,5757.61,0.2235
1071.5,5702.02,0.2198
1072.0,5646.43,0.244
1072.5,5590.84,0.2499
1073.0,5535.26,0.2521
1073.5,5479.67,0.259
1074.0,5424.08,0.2411
1074.5,5368.5,0.2533
1075.0,5446.15,0.2465
1075.5,5551.76,0.255
1076.0,5657.38,0.3022
1076.5,5762.99,0.2635
1077.0,5868.6,0.3067
1077.5,5974.21,0.297
1078.0,6079.82,0.2905
1078.5,6185.43,0.2854
1079.0,6291.04,0.2489
1079.5,6396.66,0.2544
1080.0,6502.27,0.2396
1080.5,6499.04,0.2427
1081.0,6464.45,0.2787
1081.5,6429.85,0.2963
1082.0,6395.25,0.2955
1082.5,6360.65,0.3124
1083.0,6326.06,0.3094
1083.5,6291.46,0.3255
1084.0,6256.86,0.278
1084.5,6222.27,0.271
1085.0,6187.67,0.2679
1085.5,6153.03,0.2648
1086.0,6013.15,0.2874
1086.5,5813.68,0.253
1087.0,5614.21,0.2507
1087.5,5414.74,0.2484
1088.0,5215.28,0.2682
1088.5,5015.81,0.2714
1089.0,4816.34,0.2544
1089.5,4616.87,0.2342
1090.0,4417.4,0.23
1090.5,4219.84,0.239
1091.0,4022.28,0.2357
1091.5,3915.41,0.2199
1092.0,3903.32,0.2361
1092.5,3891.22,0.2372
1093.0,3879.13,0.2477
1093.5,3867.04,0.2636
1094.0,3854.95,0.2585
1094.5,3842.86,0.2818
1095.0,3830.77,0.2657
1095.5,3818.67,0.2475
1096.0,3806.57,0.2702
1096.5,3794.48,0.2644
1097.0,3808.65,0.265
1097.5,3898.64,0.2628
1098.0,3988.63,0.2593
1098.5,4078.62,0.2507
1099.0,4168.61,0.2319
1099.5,4258.6,0.2665
1100.0,4348.6,0.2566
1100.5,4438.58,0.2451
1101.0,4528.57,0.2354
1101.5,4618.56,0.2504
1102.0,4708.55,0.2506
1102.5,4795.05,0.2567
1103.0,4761.78,0.239
1103.5,4728.5,0.2411
1104.0,4695.23,0.2479
1104.5,4661.95,0.2494
1105.0,4628.68,0.2628
1105.5,4592.45,0.3229
1106.0,4556.21,0.2986
1106.5,4519.98,0.3142
1107.0,4483.75,0.3372
1107.5,4447.51,0.323
1108.0,4403.25,0.3202
1108.5,4340.71,0.3172
1109.0,4278.17,0.3259
1109.5,4215.64,0.3203
1110.0,4153.1,0.3318
1110.5,4090.2,0.3176
1111.0,4027.29,0.3021
1111.5,3964.38,0.3383
1112.0,3901.47,0.332
1112.5,3838.57,0.3365
1113.0,3779.86,0.3324
1113.5,3862.76,0.3385
1114.0,3945.66,0.2709
1114.5,4028.56,0.2968
1115.0,4111.46,0.3268
1115.5,4196.09,0.3482
1116.0,4280.72,0.3418
1116.5,4365.35,0.3295
1117.0,4449.98,0.3364
1117.5,4534.62,0.3509
1118.0,4619.25,0.3257
1118.5,4678.28,0.3209
1119.0,4734.63,0.3303
1119.5,4790.97,0.3342
1120.0,4847.31,0.3359
1120.5,4902.94,0.325
1121.0,4958.56,0.3319
1121.5,5014.18,0.3491
1122.0,5069.8,0.3388
1122.5,5125.42,0.3253
1123.0,5181.04,0.2973
1123.5,5146.57,0.339
1124.0,5087.2,0.311
1124.5,5027.83,0.3469
1125.0,4968.46,0.3463
1125.5,4908.71,0.3363
1126.0,4848.97,0.3182
1126.5,4789.22,0.3138
1127.0,4729.48,0.3305
1127.5,4669.73,0.3481
1128.0,4609.99,0.3391
1128.5,4592.87,0.3304
1129.0,4598.56,0.311
1129.5,4604.26,0.3223
1130.0,4609.96,0.3401
1130.5,4615.37,0.2943
1131.0,4620.77,0.293
1131.5,4626.18,0.2454
1132.0,4631.59,0.2331
1132.5,4636.99,0.2405
1133.0,4642.4,0.2321
1133.5,4647.76,0.2429
1134.0,4652.92,0.2342
1134.5,4658.08,0.2381
1135.0,4663.31,0.2571
1135.5,4668.61,0.2469
1136.0,4673.91,0.2668
1136.5,4679.21,0.2577
1137.0,4684.51,0.2689
1137.5,4689.81,0.2661
1138.0,4695.1,0.2655
1138.5,4700.4,0.2785
1139.0,4699.75,0.2787
1139.5,4697.14,0.266
1140.0,4694.52,0.2595
1140.5,4692.06,0.2706
1141.0,4689.59,0.2602
1141.5,4687.12,0.2467
1142.0,4684.65,0.2603
1142.5,4682.18,0.2733
1143.0,4679.71,0.2751
1143.5,4677.24,0.2956
1144.0,4674.77,0.2264
1144.5,4695.04,0.2499
1145.0,4717.03,0.2469
1145.5,4739.37,0.275
1146.0,4761.71,0.2712
1146.5,4784.04,0.2773
1147.0,4806.38,0.2786
1147.5,4828.71,0.2343
1148.0,4851.05,0.2475
1148.5,4873.38,0.2538
1149.0,4895.72,0.2528
1149.5,4919.46,0.2755
1150.0,4958.16,0.2584
1150.5,4996.7,0.2756
1151.0,5035.24,0.2533
1151.5,5073.78,0.2814
1152.0,5112.31,0.2842
1152.5,5150.85,0.2753
1153.0,5189.39,0.2517
1153.5,5227.93,0.2437
1154.0,5266.47,0.2455
1154.5,5305.01,0.247
1155.0,5332.62,0.2444
1155.5,5323.9,0.2673
1156.0,5315.17,0.2621
1156.5,5306.45,0.257
1157.0,5297.72,0.2807
1157.5,5289.0,0.3238
1158.0,5280.27,0.2502
1158.5,5271.55,0.255
1159.0,5262.82,0.2645
1159.5,5254.1,0.2495
1160.0,5245.37,0.2666
1160.5,5236.75,0.2628
1161.0,5227.93,0.2485
1161.5,5219.1,0.2556
1162.0,5210.27,0.2372
1162.5,5201.44,0.2311
1163.0,5192.62,0.2179
1163.5,5183.79,0.2408
1164.0,5174.96,0.2483
1164.5,5166.13,0.2419
1165.0,5157.3,0.2492
1165.5,5148.43,0.2376
1166.0,5139.55,0.2309
1166.5,5159.28,0.2451
1167.0,5196.7,0.2361
1167.5,5234.11,0.2123
1168.0,5271.52,0.2301
1168.5,5308.93,0.2368
1169.0,5346.34,0.2505
1169.5,5383.76,0.2302
1170.0,5421.17,0.2412
1170.5,5459.24,0.2552
1171.0,5497.32,0.2311
1171.5,5535.39,0.2295
1172.0,5559.78,0.2413
1172.5,5560.26,0.2328
1173.0,5560.74,0.2396
1173.5,5561.21,0.2405
1174.0,5561.69,0.2416
1174.5,5562.17,0.2525
1175.0,5562.66,0.266
1175.5,5563.16,0.2721
1176.0,5563.66,0.2704
1176.5,5564.16,0.2838
1177.0,5564.66,0.2775
1177.5,5533.83,0.2448
1178.0,5470.45,0.2543
1178.5,5407.07,0.2627
1179.0,5343.69,0.2773
1179.5,5280.3,0.299
1180.0,5216.92,0.2669
1180.5,5146.1,0.2658
1181.0,5075.27,0.2868
1181.5,5004.44,0.2719
1182.0,4933.62,0.2846
1182.5,4905.3,0.2594
1183.0,4938.8,0.2991
1183.5,4972.31,0.3021
1184.0,5005.81,0.2905
1184.5,5039.31,0.2912
1185.0,5072.81,0.3021
1185.5,5107.64,0.3078
1186.0,5142.48,0.3226
1186.5,5177.31,0.3087
1187.0,5210.35,0.3018
1187.5,5214.21,0.2882
1188.0,5218.08,0.3054
1188.5,5221.94,0.3072
1189.0,5225.8,0.3162
1189.5,5229.67,0.318
1190.0,5233.53,0.2663
1190.5,5237.49,0.2852
1191.0,5241.44,0.3235
1191.5,5245.39,0.2921
1192.0,5207.79,0.2806
1192.5,5169.53,0.2811
1193.0,5131.27,0.283
1193.5,5093.01,0.2926
1194.0,5054.75,0.2841
1194.5,5016.49,0.2621
1195.0,4978.23,0.2756
1195.5,4939.56,0.2923
1196.0,4903.5,0.3045
1196.5,4903.08,0.3072
1197.0,4902.66,0.3067
1197.5,4902.24,0.2875
1198.0,4901.82,0.2994
1198.5,4901.41,0.3097
1199.0,4900.99,0.3019
1199.5,4900.57,0.2859
1200.0,4900.15,0.2592
1200.5,4899.55,0.3002
1201.0,4898.31,0.3043
1201.5,4897.06,0.3113
1202.0,4895.82,0.3248
1202.5,4894.58,0.3189
1203.0,4893.34,0.3311
1203.5,4892.1,0.2956
1204.0,4890.86,0.3246
1204.5,4889.61,0.3325
1205.0,4887.07,0.3096
1205.5,4882.81,0.3143
1206.0,4878.56,0.2902
1206.5,4874.31,0.2891
1207.0,4870.05,0.3002
1207.5,4865.8,0.3089
1208.0,4861.54,0.3239
1208.5,4857.29,0.3312
1209.0,4853.03,0.3105
1209.5,4849.33,0.3093
1210.0,4846.74,0.3456
1210.5,4844.2,0.3225
1211.0,4841.66,0.3459
1211.5,4839.12,0.3398
1212.0,4836.58,0.3514
1212.5,4834.04,0.3585
1213.0,4831.5,0.3815
1213.5,4828.96,0.3724
1214.0,4831.33,0.3666
1214.5,4888.05,0.3414
1215.0,4944.77,0.3366
1215.5,5002.04,0.3515
1216.0,5059.31,0.3327
1216.5,5116.58,0.3335
1217.0,5173.85,0.3183
1217.5,5231.11,0.3304
1218.0,5288.38,0.3593
1218.5,5345.65,0.3473
1219.0,5320.64,0.2847
1219.5,5284.02,0.2934
1220.0,5247.41,0.2775
1220.5,5211.03,0.2879
1221.0,5174.65,0.3244
1221.5,5138.27,0.3045
1222.0,5101.89,0.3536
1222.5,5065.5,0.3705
1223.0,5029.12,0.3769
1223.5,4975.32,0.3507
1224.0,4912.07,0.3381
1224.5,4848.83,0.3037
1225.0,4785.58,0.3232
1225.5,4721.28,0.3164
1226.0,4656.98,0.2839
1226.5,4592.68,0.3023
1227.0,4528.38,0.2856
1227.5,4464.07,0.3017
1228.0,4450.61,0.3419
1228.5,4489.25,0.3497
1229.0,4527.89,0.3418
1229.5,4566.53,0.3405
1230.0,4605.17,0.3288
1230.5,4643.51,0.3549
1231.0,4681.85,0.3454
1231.5,4720.18,0.3182
1232.0,4758.52,0.3154
1232.5,4798.42,0.3302
1233.0,4841.08,0.3211
1233.5,4883.73,0.357
1234.0,4926.38,0.3619
1234.5,4969.04,0.3398
1235.0,5011.69,0.3446
1235.5,5051.87,0.336
1236.0,5092.04,0.3571
1236.5,5132.22,0.3704
1237.0,5172.4,0.356
1237.5,5158.83,0.3706
1238.0,5143.11,0.371
1238.5,5127.39,0.3246
1239.0,5111.67,0.3271
1239.5,5095.95,0.3144
1240.0,5080.23,0.3251
1240.5,5064.35,0.3294
1241.0,5048.46,0.349
1241.5,5032.58,0.3557
1242.0,5018.49,0.375
1242.5,5009.31,0.3807
1243.0,5000.13,0.3626
1243.5,4990.95,0.3568
1244.0,4981.77,0.3753
1244.5,4972.59,0.3474
1245.0,4963.41,0.3586
1245.5,4953.53,0.3342
1246.0,4943.66,0.3167
1246.5,4933.78,0.3241
1247.0,4936.29,0.3259
1247.5,4940.59,0.3454
1248.0,4944.9,0.3722
1248.5,4949.2,0.3567
1249.0,4953.5,0.3635
1249.5,4957.8,0.3452
1250.0,4962.11,0.3259
1250.5,4966.32,0.3385
1251.0,4970.54,0.358
1251.5,4969.23,0.354
1252.0,4967.13,0.3321
1252.5,4965.03,0.3506
1253.0,4962.94,0.3484
1253.5,4960.84,0.338
1254.0,4958.74,0.3216
1254.5,4956.64,0.322
1255.0,4954.55,0.3108
1255.5,4952.39,0.3433
1256.0,4911.06,0.3328
1256.5,4858.05,0.3299
1257.0,4805.04,0.3235
1257.5,4752.03,0.3428
1258.0,4699.02,0.3285
1258.5,4646.01,0.3525
1259.0,4593.0,0.3505
1259.5,4539.99,0.3504
1260.0,4486.98,0.3508
1260.5,4486.51,0.347
1261.0,4492.86,0.3618
1261.5,4499.2,0.3576
1262.0,4505.55,0.3659
1262.5,4511.89,0.3695
1263.0,4518.23,0.3561
1263.5,4524.58,0.358
1264.0,4530.92,0.3713
1264.5,4537.27,0.3793
1265.0,4612.74,0.3963
1265.5,4692.59,0.3522
1266.0,4772.44,0.3856
1266.5,4852.29,0.3696
1267.0,4932.14,0.395
1267.5,5011.99,0.3801
1268.0,5091.84,0.3668
1268.5,5171.69,0.3483
1269.0,5251.54,0.3286
1269.5,5303.62,0.3308
1270.0,5345.96,0.3526
1270.5,5386.9,0.3455
1271.0,5427.83,0.3311
1271.5,5468.77,0.3278
1272.0,5509.7,0.318
1272.5,5550.63,0.3185
1273.0,5591.57,0.332
1273.5,5632.5,0.3268
1274.0,5656.39,0.353
1274.5,5637.75,0.3468
1275.0,5619.11,0.3692
1275.5,5598.89,0.3374
1276.0,5578.66,0.3681
1276.5,5558.44,0.3615
1277.0,5538.21,0.3778
1277.5,5517.99,0.379
1278.0,5497.77,0.3764
1278.5,5469.84,0.3933
1279.0,5426.81,0.4046
1279.5,5383.77,0.4117
